,Customer ID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,OverallScore,Segment,2ndHalfYearRevenue
108,12663,66,1,11,0,204.0,0,1,Low-Value,0.0
109,16768,63,1,49,0,447.54999999999995,0,1,Low-Value,506.95
110,16992,95,1,5,0,110.93,0,1,Low-Value,3747.31
111,13288,94,1,2,0,548.64,0,1,Low-Value,343.52
112,16553,66,1,65,0,2255.96,0,1,Low-Value,10184.78
113,16895,69,1,40,0,337.29,0,1,Low-Value,563.34
114,17954,63,1,63,0,243.01,0,1,Low-Value,618.85
115,17029,81,1,3,0,601.0,0,1,Low-Value,820.3
116,16711,67,1,6,0,113.01,0,1,Low-Value,536.0
117,14341,67,1,46,0,648.92,0,1,Low-Value,1043.43
118,18077,72,1,32,0,368.87,0,1,Low-Value,987.14
119,16136,84,1,11,0,211.7,0,1,Low-Value,0.0
120,17285,70,1,44,0,407.94,0,1,Low-Value,0.0
121,12426,88,1,52,0,728.6800000000001,0,1,Low-Value,0.0
122,12380,88,1,54,0,1708.65,0,1,Low-Value,3458.79
123,14369,84,1,26,0,469.13,0,1,Low-Value,0.0
124,16911,69,1,37,0,251.35,0,1,Low-Value,0.0
125,13613,68,1,33,0,627.5,0,1,Low-Value,412.35
126,14276,75,1,26,0,280.73,0,1,Low-Value,629.2
127,14584,71,1,74,0,392.65999999999997,0,1,Low-Value,312.44
128,14322,79,1,6,0,120.15,0,1,Low-Value,264.15
129,14495,89,1,2,0,42.5,0,1,Low-Value,0.0
130,14890,60,1,50,0,691.6,0,1,Low-Value,0.0
131,12993,72,1,26,0,436.45,0,1,Low-Value,340.05
132,17763,87,1,19,0,36.15,0,1,Low-Value,0.0
133,14783,96,1,18,0,305.35,0,1,Low-Value,0.0
134,13604,93,1,23,0,713.39,0,1,Low-Value,0.0
135,16393,60,1,91,0,544.45,0,1,Low-Value,1646.24
136,13662,82,1,24,0,282.52,0,1,Low-Value,1021.53
137,16273,90,1,15,0,318.34000000000003,0,1,Low-Value,0.0
138,15754,59,1,90,0,2126.82,0,1,Low-Value,419.37
139,16071,68,1,41,0,566.16,0,1,Low-Value,184.4
140,13513,88,1,15,0,272.04,0,1,Low-Value,319.85
141,12727,96,1,30,0,759.32,0,1,Low-Value,939.5100000000001
142,16416,96,1,18,0,637.4399999999999,0,1,Low-Value,1269.04
143,14726,96,1,15,0,116.5,0,1,Low-Value,0.0
144,15295,96,1,52,0,207.04,0,1,Low-Value,0.0
145,13490,96,1,8,0,154.25,0,1,Low-Value,0.0
146,14681,86,1,10,0,168.0,0,1,Low-Value,208.20000000000002
147,16388,95,1,13,0,186.05,0,1,Low-Value,0.0
148,16406,94,1,51,0,185.25,0,1,Low-Value,170.06
149,12907,95,1,4,0,-68.55000000000001,0,1,Low-Value,508.91
150,15439,95,1,28,0,748.85,0,1,Low-Value,520.2
151,14284,95,1,35,0,704.4,0,1,Low-Value,0.0
152,15659,95,1,3,0,108.44,0,1,Low-Value,117.6
153,13765,95,1,17,0,352.821,0,1,Low-Value,0.0
154,17027,95,1,7,0,104.4,0,1,Low-Value,188.82
155,13944,95,1,35,0,200.43,0,1,Low-Value,0.0
156,13469,95,1,6,0,82.4,0,1,Low-Value,0.0
157,13104,95,1,2,0,96.66,0,1,Low-Value,615.72
158,17358,94,1,13,0,117.22,0,1,Low-Value,624.64
159,13334,94,1,95,0,1169.57,0,1,Low-Value,1523.16
160,15573,60,1,65,0,319.15,0,1,Low-Value,0.0
161,14402,94,1,8,0,285.6,0,1,Low-Value,0.0
162,17200,94,1,21,0,165.06,0,1,Low-Value,191.65
163,16677,93,1,19,0,263.23,0,1,Low-Value,586.54
164,13652,93,1,28,0,393.96000000000004,0,1,Low-Value,1081.81
165,17207,93,1,60,0,292.62,0,1,Low-Value,0.0
166,17883,93,1,19,0,152.57999999999998,0,1,Low-Value,155.6
167,17011,89,1,14,0,265.8,0,1,Low-Value,0.0
168,15124,93,1,7,0,134.03,0,1,Low-Value,132.6
169,16913,93,1,10,0,310.46999999999997,0,1,Low-Value,0.0
170,15477,91,1,2,0,368.4,0,1,Low-Value,0.0
171,14807,91,1,24,0,349.64,0,1,Low-Value,154.5
172,18046,91,1,26,0,189.63,0,1,Low-Value,0.0
173,17760,69,1,24,0,230.64,0,1,Low-Value,393.45
174,14507,91,1,16,0,221.4,0,1,Low-Value,1396.46
175,17929,91,1,1,0,196.20000000000002,0,1,Low-Value,1650.5
176,16939,63,1,30,0,311.94,0,1,Low-Value,121.91
177,17373,91,1,13,0,163.7,0,1,Low-Value,356.88
178,17209,90,1,32,0,222.5,0,1,Low-Value,0.0
179,16202,90,1,18,0,499.88,0,1,Low-Value,1379.94
180,12779,90,1,15,0,318.86,0,1,Low-Value,1847.3799999999999
181,12598,87,1,41,0,629.39,0,1,Low-Value,782.6
182,13010,90,1,6,0,177.12,0,1,Low-Value,153.0
183,15219,90,1,17,0,379.7,0,1,Low-Value,0.0
184,14131,90,1,46,0,168.22,0,1,Low-Value,0.0
185,13948,87,1,7,0,94.76,0,1,Low-Value,286.45
186,16511,90,1,55,0,300.15,0,1,Low-Value,542.01
187,16037,90,1,14,0,353.72,0,1,Low-Value,581.16
188,17305,90,1,9,0,2135.46,0,1,Low-Value,0.0
189,16521,90,1,25,0,95.12,0,1,Low-Value,1044.99
190,16519,90,1,20,0,164.13,0,1,Low-Value,163.54999999999998
191,17359,90,1,23,0,156.6,0,1,Low-Value,0.0
192,16731,90,1,42,0,170.3,0,1,Low-Value,0.0
193,14257,90,1,61,0,1189.34,0,1,Low-Value,1665.39
194,15603,75,1,3,0,26.25,0,1,Low-Value,0.0
195,17116,89,1,47,0,389.78,0,1,Low-Value,0.0
196,17330,89,1,1,0,49.95,0,1,Low-Value,9.95
197,14818,89,1,21,0,105.55,0,1,Low-Value,390.21000000000004
198,15927,89,1,15,0,106.54,0,1,Low-Value,0.0
199,12525,83,1,39,0,518.48,0,1,Low-Value,362.45
200,17638,89,1,1,0,234.0,0,1,Low-Value,0.0
201,16159,89,1,16,0,339.46,0,1,Low-Value,225.08
202,12785,89,1,1,0,-14.850000000000001,0,1,Low-Value,733.5
203,12926,88,1,17,0,221.74,0,1,Low-Value,931.46
204,13793,88,1,7,0,96.0,0,1,Low-Value,0.0
205,13663,88,1,27,0,545.45,0,1,Low-Value,1278.69
206,18148,88,1,10,0,112.85000000000001,0,1,Low-Value,0.0
207,17020,88,1,23,0,316.86,0,1,Low-Value,618.76
208,13294,88,1,48,0,815.79,0,1,Low-Value,0.0
209,12594,88,1,12,0,154.14,0,1,Low-Value,1570.15
210,13722,88,1,29,0,664.54,0,1,Low-Value,2595.46
211,14142,75,1,25,0,347.88,0,1,Low-Value,308.06
212,18152,88,1,10,0,426.69,0,1,Low-Value,0.0
213,16285,87,1,31,0,176.9,0,1,Low-Value,0.0
214,13654,87,1,3,0,98.69999999999999,0,1,Low-Value,3341.99
215,14157,87,1,9,0,152.85,0,1,Low-Value,400.95000000000005
216,15875,87,1,23,0,108.52,0,1,Low-Value,0.0
217,13377,81,1,39,0,757.87,0,1,Low-Value,737.56
218,13770,87,1,1,0,90.0,0,1,Low-Value,521.04
219,15084,87,1,12,0,349.4,0,1,Low-Value,615.8
220,14097,87,1,13,0,132.0,0,1,Low-Value,290.86
221,13879,87,1,25,0,395.5,0,1,Low-Value,0.0
222,16859,87,1,19,0,257.77,0,1,Low-Value,926.83
223,17847,87,1,7,0,40.65,0,1,Low-Value,89.04
224,14135,87,1,14,0,453.08,0,1,Low-Value,3154.13
225,14018,87,1,13,0,367.15000000000003,0,1,Low-Value,0.0
226,17159,87,1,11,0,261.3,0,1,Low-Value,299.41
227,16329,87,1,32,0,402.79,0,1,Low-Value,1012.0699999999999
228,15030,72,1,13,0,600.35,0,1,Low-Value,846.0300000000001
229,12371,86,1,34,0,607.6800000000001,0,1,Low-Value,1571.74
230,14841,86,1,19,0,411.79,0,1,Low-Value,2634.81
231,17718,68,1,18,0,247.63,0,1,Low-Value,0.0
232,12399,86,1,15,0,205.98,0,1,Low-Value,647.6700000000001
233,13280,75,1,26,0,453.0,0,1,Low-Value,1016.37
234,12568,86,1,5,0,70.0,0,1,Low-Value,0.0
235,13476,86,1,14,0,240.8,0,1,Low-Value,582.2
236,18226,75,1,24,0,407.95,0,1,Low-Value,6148.53
237,14957,86,1,16,0,203.2,0,1,Low-Value,0.0
238,13544,86,1,53,0,181.32,0,1,Low-Value,324.32
239,13515,86,1,7,0,188.1,0,1,Low-Value,186.60000000000002
240,15094,86,1,3,0,50.0,0,1,Low-Value,33.0
241,17190,86,1,4,0,405.41999999999996,0,1,Low-Value,876.41
242,17006,86,1,31,0,179.76,0,1,Low-Value,673.73
243,15630,86,1,20,0,295.05,0,1,Low-Value,0.0
244,15978,86,1,32,0,599.12,0,1,Low-Value,1574.72
245,15929,86,1,1,0,594.0,0,1,Low-Value,0.0
246,16331,74,1,19,0,1452.1,0,1,Low-Value,585.6
247,13508,84,1,16,0,176.07999999999998,0,1,Low-Value,0.0
248,16271,84,1,56,0,666.4399999999999,0,1,Low-Value,1459.96
249,16798,84,1,80,0,371.01,0,1,Low-Value,261.25
250,14877,84,1,32,0,206.7,0,1,Low-Value,219.15
251,18253,84,1,7,0,317.88,0,1,Low-Value,0.0
252,13276,84,1,74,0,384.43,0,1,Low-Value,895.85
253,15631,84,1,39,0,596.67,0,1,Low-Value,0.0
254,18029,84,1,18,0,433.77,0,1,Low-Value,0.0
255,16310,84,1,12,0,190.38,0,1,Low-Value,269.7
256,16534,84,1,36,0,635.9,0,1,Low-Value,0.0
257,17158,67,1,22,0,280.8,0,1,Low-Value,828.32
258,12369,83,1,9,0,348.32,0,1,Low-Value,1442.83
259,15847,83,1,6,0,80.62,0,1,Low-Value,352.68
260,17298,83,1,6,0,122.02000000000001,0,1,Low-Value,328.78
261,12825,83,1,10,0,214.82999999999998,0,1,Low-Value,303.8
262,17325,83,1,8,0,101.89999999999999,0,1,Low-Value,410.87
263,17542,83,1,39,0,170.1,0,1,Low-Value,0.0
264,17857,83,1,2,0,468.0,0,1,Low-Value,1340.7
265,12514,83,1,33,0,580.08,0,1,Low-Value,0.0
266,17960,83,1,2,0,10.9,0,1,Low-Value,50.400000000000006
267,16628,83,1,4,0,78.0,0,1,Low-Value,52.05
268,14173,83,1,3,0,111.56,0,1,Low-Value,0.0
269,18219,66,1,15,0,296.22,0,1,Low-Value,1219.55
270,17025,83,1,22,0,848.7,0,1,Low-Value,304.17
271,16537,83,1,4,0,23.35,0,1,Low-Value,0.0
272,17488,83,1,18,0,336.5,0,1,Low-Value,0.0
273,16681,83,1,5,0,151.5,0,1,Low-Value,0.0
274,13454,83,1,23,0,219.87,0,1,Low-Value,0.0
275,16275,83,1,33,0,695.84,0,1,Low-Value,895.4
276,16568,83,1,2,0,477.30000000000007,0,1,Low-Value,543.6
277,15767,83,1,8,0,-227.85000000000002,0,1,Low-Value,0.0
278,17661,82,1,1,0,-54.0,0,1,Low-Value,0.0
279,17438,82,1,13,0,263.73,0,1,Low-Value,770.59
280,15250,82,1,3,0,60.0,0,1,Low-Value,0.0
281,13641,82,1,9,0,234.60999999999999,0,1,Low-Value,0.0
282,15637,82,1,9,0,124.10000000000001,0,1,Low-Value,161.25
283,17266,82,1,26,0,114.73,0,1,Low-Value,90.41
284,15437,82,1,12,0,193.29000000000002,0,1,Low-Value,0.0
285,12495,76,1,19,0,323.4,0,1,Low-Value,0.0
286,15921,82,1,13,0,100.18,0,1,Low-Value,352.05
287,17907,82,1,13,0,291.76,0,1,Low-Value,0.0
288,13627,79,1,17,0,290.5,0,1,Low-Value,614.22
289,16854,82,1,70,0,1290.81,0,1,Low-Value,118.15
290,14676,60,1,18,0,884.88,0,1,Low-Value,4857.37
291,13316,81,1,17,0,2017.3600000000001,0,1,Low-Value,5068.13
292,12638,81,1,9,0,249.8,0,1,Low-Value,0.0
293,14286,81,1,58,0,1002.5,0,1,Low-Value,1222.99
294,13484,81,1,11,0,165.78,0,1,Low-Value,287.74
295,13566,81,1,64,0,291.12,0,1,Low-Value,540.64
296,17880,81,1,12,0,194.4,0,1,Low-Value,458.92
297,13305,81,1,48,0,413.68,0,1,Low-Value,1338.07
298,15558,81,1,24,0,131.88,0,1,Low-Value,0.0
299,12954,80,1,10,0,162.45,0,1,Low-Value,0.0
300,16387,80,1,7,0,140.19,0,1,Low-Value,647.91
301,17076,80,1,9,0,124.07,0,1,Low-Value,361.42
302,14484,79,1,4,0,93.23,0,1,Low-Value,220.38
303,15008,79,1,6,0,120.0,0,1,Low-Value,240.0
304,17065,79,1,12,0,194.7,0,1,Low-Value,0.0
305,17588,79,1,11,0,402.5,0,1,Low-Value,1258.95
306,13795,79,1,9,0,222.5,0,1,Low-Value,613.8
307,12692,79,1,13,0,110.95,0,1,Low-Value,0.0
308,15941,79,1,6,0,405.0,0,1,Low-Value,-174.4
309,12435,79,1,15,0,728.88,0,1,Low-Value,4359.16
310,15428,79,1,10,0,197.28,0,1,Low-Value,287.25
311,13724,79,1,42,0,213.01,0,1,Low-Value,0.0
312,13573,78,1,8,0,81.85,0,1,Low-Value,532.42
313,16586,77,1,6,0,328.05,0,1,Low-Value,670.78
314,15994,69,1,38,0,387.12,0,1,Low-Value,370.95000000000005
315,14161,77,1,50,0,428.57,0,1,Low-Value,1248.76
316,18149,77,1,31,0,361.34000000000003,0,1,Low-Value,580.54
317,13688,77,1,5,0,375.5,0,1,Low-Value,0.0
318,15665,77,1,65,0,591.43,0,1,Low-Value,1173.43
319,17849,77,1,11,0,191.08,0,1,Low-Value,266.88
320,13382,60,1,24,0,400.61,0,1,Low-Value,508.94
321,14857,67,1,60,0,816.271,0,1,Low-Value,1597.01
322,13946,76,1,5,0,480.75,0,1,Low-Value,422.91
323,14645,67,1,24,0,243.15,0,1,Low-Value,0.0
324,15117,76,1,26,0,359.69,0,1,Low-Value,574.5
325,13530,76,1,18,0,402.97999999999996,0,1,Low-Value,0.0
326,14534,76,1,23,0,371.7,0,1,Low-Value,1305.67
327,13600,75,1,22,0,298.9,0,1,Low-Value,0.0
328,15123,75,1,24,0,456.65999999999997,0,1,Low-Value,2000.2
329,12366,75,1,3,0,500.24,0,1,Low-Value,0.0
330,15946,75,1,11,0,1155.02,0,1,Low-Value,1149.16
331,14873,75,1,21,0,334.45,0,1,Low-Value,0.0
332,15057,67,1,18,0,489.54,0,1,Low-Value,901.42
333,14604,75,1,23,0,143.85999999999999,0,1,Low-Value,0.0
334,18063,75,1,1,0,102.0,0,1,Low-Value,84.60000000000001
335,12701,75,1,35,0,547.3199999999999,0,1,Low-Value,1101.38
336,17478,75,1,26,0,706.2,0,1,Low-Value,566.6
337,17568,74,1,62,0,374.45,0,1,Low-Value,0.0
338,17479,74,1,18,0,389.26000000000005,0,1,Low-Value,0.0
339,14662,74,1,28,0,107.55,0,1,Low-Value,416.81
340,13612,74,1,50,0,818.29,0,1,Low-Value,-40.5
341,16777,74,1,31,0,198.03,0,1,Low-Value,840.78
342,13275,74,1,44,0,177.36,0,1,Low-Value,61.5
343,18196,74,1,52,0,292.93,0,1,Low-Value,477.63
344,17933,74,1,14,0,114.69,0,1,Low-Value,0.0
345,16917,74,1,41,0,1460.3600000000001,0,1,Low-Value,0.0
346,13371,61,1,66,0,1171.31,0,1,Low-Value,1100.15
347,16254,74,1,13,0,159.74,0,1,Low-Value,807.7
348,13406,69,1,3,0,128.46,0,1,Low-Value,428.76
349,15775,73,1,2,0,45.6,0,1,Low-Value,0.0
350,16336,73,1,43,0,1787.9,0,1,Low-Value,1729.79
351,18131,73,1,4,0,222.95999999999998,0,1,Low-Value,0.0
352,18187,65,1,54,0,682.19,0,1,Low-Value,0.0
353,14427,73,1,25,0,595.1,0,1,Low-Value,305.08
354,15918,73,1,21,0,248.65,0,1,Low-Value,0.0
355,14400,73,1,26,0,656.25,0,1,Low-Value,487.05
356,13057,73,1,28,0,172.14000000000004,0,1,Low-Value,356.1
357,15461,73,1,1,0,210.0,0,1,Low-Value,219.7
358,16385,73,1,23,0,110.26,0,1,Low-Value,363.43
359,13243,73,1,55,0,251.62,0,1,Low-Value,383.64
360,15496,73,1,22,0,146.14000000000001,0,1,Low-Value,0.0
361,17095,73,1,14,0,328.03000000000003,0,1,Low-Value,601.36
362,12615,65,1,65,0,1066.18,0,1,Low-Value,2213.46
363,17349,73,1,7,0,136.10000000000002,0,1,Low-Value,538.06
364,17512,67,1,20,0,516.5,0,1,Low-Value,1130.8400000000001
365,13128,73,1,1,0,263.5,0,1,Low-Value,0.0
366,18247,67,1,17,0,138.75,0,1,Low-Value,582.68
367,16943,66,1,2,0,0.0,0,1,Low-Value,0.0
368,13203,72,1,10,0,120.32,0,1,Low-Value,1300.87
369,16668,72,1,10,0,138.54,0,1,Low-Value,417.15999999999997
370,16199,72,1,1,0,66.0,0,1,Low-Value,876.75
371,13150,72,1,3,0,176.51999999999998,0,1,Low-Value,258.5
372,16716,72,1,6,0,1248.48,0,1,Low-Value,0.0
373,15760,72,1,5,0,-5795.87,0,1,Low-Value,0.0
374,14851,72,1,14,0,318.06,0,1,Low-Value,0.0
375,17445,72,1,1,0,-506.51,0,1,Low-Value,0.0
376,14939,72,1,1,0,-934.66,0,1,Low-Value,0.0
377,13464,60,1,15,0,285.59000000000003,0,1,Low-Value,2123.62
378,16508,72,1,43,0,240.95,0,1,Low-Value,0.0
379,16514,72,1,1,0,-134.86,0,1,Low-Value,0.0
380,14832,72,1,3,0,-274.63,0,1,Low-Value,0.0
381,13415,72,1,42,0,147.5,0,1,Low-Value,51.0
382,12908,71,1,1,0,318.0,0,1,Low-Value,708.0
383,14080,70,1,9,0,240.05,0,1,Low-Value,375.43
384,15650,70,1,25,0,359.08,0,1,Low-Value,179.95000000000002
385,18085,70,1,13,0,258.75,0,1,Low-Value,697.0500000000001
386,13848,70,1,1,0,320.0,0,1,Low-Value,1280.0
387,17916,70,1,8,0,18.41,0,1,Low-Value,0.0
388,17472,70,1,49,0,224.81,0,1,Low-Value,0.0
389,13466,70,1,16,0,262.31,0,1,Low-Value,391.99
390,17587,70,1,42,0,176.71,0,1,Low-Value,0.0
391,16397,70,1,9,0,123.13,0,1,Low-Value,0.0
392,12796,70,1,7,0,381.0,0,1,Low-Value,0.0
393,18078,70,1,21,0,256.22,0,1,Low-Value,133.18
394,12368,70,1,18,0,917.6999999999999,0,1,Low-Value,0.0
395,12639,69,1,15,0,253.57999999999998,0,1,Low-Value,572.69
396,14928,61,1,24,0,204.46,0,1,Low-Value,0.0
397,13151,67,1,89,0,1145.79,0,1,Low-Value,0.0
398,16132,69,1,10,0,353.4,0,1,Low-Value,310.8
399,13482,69,1,9,0,151.45,0,1,Low-Value,0.0
400,14355,69,1,23,0,301.14,0,1,Low-Value,538.9100000000001
401,14643,59,1,17,0,635.4,0,1,Low-Value,332.74
402,16823,68,1,27,0,266.08,0,1,Low-Value,1422.38
403,16441,68,1,22,0,225.74,0,1,Low-Value,401.24
404,13706,68,1,18,0,300.38,0,1,Low-Value,0.0
405,14596,68,1,53,0,222.22000000000003,0,1,Low-Value,0.0
406,15105,68,1,20,0,330.38,0,1,Low-Value,465.6
407,13872,66,1,25,0,358.01,0,1,Low-Value,298.14
408,16970,68,1,2,0,71.4,0,1,Low-Value,0.0
409,13495,68,1,16,0,390.6,0,1,Low-Value,2402.11
410,14166,68,1,28,0,110.0,0,1,Low-Value,141.15
411,16578,68,1,9,0,156.6,0,1,Low-Value,0.0
412,12918,68,1,3,0,-10953.5,0,1,Low-Value,0.0
413,13445,68,1,7,0,241.89999999999998,0,1,Low-Value,0.0
414,14762,68,1,9,0,117.05000000000001,0,1,Low-Value,0.0
415,16669,68,1,1,0,-1144.73,0,1,Low-Value,0.0
416,16321,67,1,2,0,34.8,0,1,Low-Value,0.0
417,16994,67,1,1,0,-779.32,0,1,Low-Value,0.0
418,15869,67,1,19,0,171.47,0,1,Low-Value,0.0
419,13896,67,1,21,0,388.55,0,1,Low-Value,0.0
420,17082,67,1,27,0,877.1800000000001,0,1,Low-Value,942.8
421,18189,60,1,19,0,312.24,0,1,Low-Value,0.0
422,16003,67,1,17,0,609.4,0,1,Low-Value,3062.19
423,13252,65,1,20,0,288.9,0,1,Low-Value,52.4
424,13988,67,1,18,0,310.2,0,1,Low-Value,299.64
425,17935,67,1,1,0,119.0,0,1,Low-Value,284.5
426,17019,67,1,62,0,359.31,0,1,Low-Value,2072.06
427,16002,67,1,42,0,169.21,0,1,Low-Value,0.0
428,15920,67,1,2,0,42.900000000000006,0,1,Low-Value,237.15
429,14729,67,1,61,0,272.75,0,1,Low-Value,313.49
