,Customer ID,Recency,RecencyCluster,Frequency,FrequencyCluster,Revenue,RevenueCluster,RFM value,Segment
279,14264,154,2,82,0,1475.8600000000001,0,2,Low-Value
280,12643,127,2,55,0,7835.3,0,2,Low-Value
281,13723,216,2,58,0,1194.08,0,2,Low-Value
282,12821,213,2,13,0,220.8,0,2,Low-Value
283,14758,144,2,136,0,2864.97,0,2,Low-Value
284,17553,129,2,6,0,3757.6,0,2,Low-Value
285,13712,246,2,33,0,766.42,0,2,Low-Value
286,14450,180,2,76,0,1128.44,0,2,Low-Value
287,17746,234,2,40,0,873.4300000000001,0,2,Low-Value
288,17110,164,2,49,0,499.9,0,2,Low-Value
289,13080,178,2,20,0,260.83,0,2,Low-Value
290,16276,176,2,26,0,2629.3900000000003,0,2,Low-Value
291,12590,189,2,72,0,9853.48,0,2,Low-Value
292,15590,288,2,88,0,1466.41,0,2,Low-Value
293,14114,273,2,74,0,1364.09,0,2,Low-Value
294,12982,239,2,214,0,2562.12,0,2,Low-Value
295,12943,300,2,27,0,489.0,0,2,Low-Value
296,15639,133,2,72,0,1028.33,0,2,Low-Value
297,14998,169,2,125,0,753.18,0,2,Low-Value
298,17505,161,2,102,0,2435.48,0,2,Low-Value
299,16105,248,2,110,0,2386.19,0,2,Low-Value
300,14656,168,2,207,0,790.0,0,2,Low-Value
301,17678,263,2,29,0,579.81,0,2,Low-Value
302,17709,169,2,40,0,671.01,0,2,Low-Value
303,16174,125,2,65,0,2246.75,0,2,Low-Value
304,18262,139,2,42,0,577.54,0,2,Low-Value
305,14988,211,2,235,0,2038.65,0,2,Low-Value
306,13262,262,2,50,0,573.45,0,2,Low-Value
307,15970,303,2,24,0,1017.32,0,2,Low-Value
308,18062,172,2,57,0,1523.3700000000001,0,2,Low-Value
309,16256,257,2,30,0,1609.57,0,2,Low-Value
310,13963,307,2,169,0,2748.32,0,2,Low-Value
311,12625,211,2,188,0,5095.38,0,2,Low-Value
312,13656,164,2,90,0,1053.35,0,2,Low-Value
313,15042,198,2,9,0,315.45,0,2,Low-Value
314,15245,133,2,148,0,4610.84,0,2,Low-Value
315,13863,244,2,74,0,1217.63,0,2,Low-Value
316,15717,233,2,24,0,607.0,0,2,Low-Value
317,14021,154,2,90,0,1716.58,0,2,Low-Value
318,17715,200,2,2,0,489.59999999999997,0,2,Low-Value
319,15384,169,2,120,0,2021.14,0,2,Low-Value
320,14552,151,2,154,0,507.93,0,2,Low-Value
321,16623,245,2,52,0,1002.49,0,2,Low-Value
322,16117,189,2,90,0,650.05,0,2,Low-Value
323,15402,148,2,133,0,1816.64,0,2,Low-Value
324,17991,224,2,38,0,300.3,0,2,Low-Value
325,12717,150,2,72,0,1258.91,0,2,Low-Value
326,15445,263,2,14,0,284.5,0,2,Low-Value
327,15709,283,2,27,0,327.85,0,2,Low-Value
328,12915,148,2,68,0,885.2,0,2,Low-Value
329,12507,133,2,50,0,1797.31,0,2,Low-Value
330,14962,270,2,14,0,366.91,0,2,Low-Value
331,16526,171,2,35,0,717.21,0,2,Low-Value
332,16135,262,2,39,0,819.45,0,2,Low-Value
333,14437,142,2,44,0,744.44,0,2,Low-Value
334,13512,260,2,39,0,713.39,0,2,Low-Value
335,15381,213,2,25,0,1887.62,0,2,Low-Value
336,15704,139,2,206,0,3660.88,0,2,Low-Value
337,17597,213,2,134,0,3425.29,0,2,Low-Value
338,17926,132,2,44,0,1035.49,0,2,Low-Value
339,16614,182,2,49,0,1179.79,0,2,Low-Value
340,16323,195,2,4,0,353.66,0,2,Low-Value
341,12582,238,2,103,0,1980.4,0,2,Low-Value
342,18281,180,2,17,0,201.14,0,2,Low-Value
343,13296,136,2,53,0,792.51,0,2,Low-Value
344,12580,246,2,58,0,1052.9,0,2,Low-Value
345,15405,188,2,30,0,659.84,0,2,Low-Value
346,17897,172,2,263,0,2074.39,0,2,Low-Value
347,15210,224,2,67,0,1176.19,0,2,Low-Value
348,13300,164,2,58,0,1267.21,0,2,Low-Value
349,17123,161,2,43,0,977.17,0,2,Low-Value
350,15280,171,2,60,0,397.52,0,2,Low-Value
351,14304,222,2,99,0,1523.81,0,2,Low-Value
352,13501,242,2,116,0,2840.26,0,2,Low-Value
353,16835,127,2,87,0,1389.76,0,2,Low-Value
354,14220,246,2,38,0,1515.0,0,2,Low-Value
355,12837,172,2,88,0,662.66,0,2,Low-Value
356,15777,240,2,41,0,1732.1599999999999,0,2,Low-Value
357,14311,224,2,38,0,435.90000000000003,0,2,Low-Value
358,12355,213,2,35,0,947.61,0,2,Low-Value
359,16889,194,2,217,0,2526.65,0,2,Low-Value
360,12974,197,2,32,0,408.95,0,2,Low-Value
361,17278,240,2,17,0,271.24,0,2,Low-Value
362,14920,212,2,97,0,1607.17,0,2,Low-Value
363,13402,126,2,79,0,1226.8500000000001,0,2,Low-Value
364,14847,148,2,65,0,1320.6,0,2,Low-Value
365,12802,183,2,140,0,2350.42,0,2,Low-Value
366,17694,141,2,81,0,1695.97,0,2,Low-Value
367,17179,177,2,158,0,1507.26,0,2,Low-Value
368,12378,129,2,301,0,5416.32,0,2,Low-Value
369,17499,289,2,73,0,1296.84,0,2,Low-Value
370,16392,269,2,144,0,756.7,0,2,Low-Value
371,15256,148,2,10,0,170.4,0,2,Low-Value
372,15985,122,2,105,0,2610.28,0,2,Low-Value
373,14104,154,2,135,0,743.53,0,2,Low-Value
374,15135,232,2,21,0,293.78,0,2,Low-Value
375,15670,296,2,20,0,315.2,0,2,Low-Value
376,15246,237,2,51,0,780.4,0,2,Low-Value
377,16356,197,2,60,0,414.42,0,2,Low-Value
378,15976,164,2,378,0,1694.41,0,2,Low-Value
379,14247,277,2,114,0,750.61,0,2,Low-Value
380,17987,184,2,167,0,889.92,0,2,Low-Value
381,13699,154,2,40,0,711.4,0,2,Low-Value
382,17040,137,2,16,0,463.25,0,2,Low-Value
383,17440,147,2,9,0,314.26,0,2,Low-Value
384,14616,242,2,5,0,527.78,0,2,Low-Value
385,17282,129,2,204,0,2308.54,0,2,Low-Value
386,17204,168,2,190,0,5263.69,0,2,Low-Value
387,14727,273,2,71,0,291.13,0,2,Low-Value
388,17749,177,2,57,0,1026.18,0,2,Low-Value
389,13745,150,2,59,0,761.27,0,2,Low-Value
390,17923,281,2,3,0,497.0,0,2,Low-Value
391,16647,169,2,33,0,541.9,0,2,Low-Value
392,16625,274,2,100,0,1651.08,0,2,Low-Value
393,12897,204,2,14,0,514.25,0,2,Low-Value
394,15016,172,2,107,0,612.89,0,2,Low-Value
395,14375,184,2,205,0,1106.82,0,2,Low-Value
396,14619,238,2,62,0,1276.31,0,2,Low-Value
397,17692,126,2,164,0,2962.4,0,2,Low-Value
398,17341,156,2,219,0,1272.21,0,2,Low-Value
399,14840,267,2,24,0,340.21,0,2,Low-Value
400,16739,171,2,42,0,772.23,0,2,Low-Value
401,14338,157,2,53,0,894.1,0,2,Low-Value
402,13707,266,2,155,0,3365.86,0,2,Low-Value
403,16227,218,2,41,0,948.82,0,2,Low-Value
404,14326,234,2,58,0,923.98,0,2,Low-Value
405,14199,217,2,20,0,916.4999999999999,0,2,Low-Value
406,17194,273,2,61,0,812.5,0,2,Low-Value
407,16529,189,2,128,0,1986.8,0,2,Low-Value
408,17578,190,2,70,0,1003.73,0,2,Low-Value
409,13299,267,2,66,0,1173.3,0,2,Low-Value
410,13752,123,2,94,0,1579.8300000000002,0,2,Low-Value
411,13649,256,2,108,0,1453.68,0,2,Low-Value
412,12653,148,2,86,0,4160.83,0,2,Low-Value
413,15852,186,2,33,0,257.26,0,2,Low-Value
414,13302,154,2,3,0,159.2,0,2,Low-Value
415,13439,254,2,167,0,986.61,0,2,Low-Value
416,17187,226,2,23,0,467.71,0,2,Low-Value
417,14693,264,2,76,0,1139.86,0,2,Low-Value
418,14699,213,2,50,0,702.6,0,2,Low-Value
419,14647,200,2,48,0,506.04,0,2,Low-Value
420,15076,172,2,82,0,1425.84,0,2,Low-Value
421,15133,127,2,49,0,1806.9,0,2,Low-Value
422,17492,247,2,39,0,1122.42,0,2,Low-Value
423,17408,162,2,9,0,164.89000000000001,0,2,Low-Value
424,12977,155,2,58,0,513.88,0,2,Low-Value
425,12864,137,2,7,0,299.57,0,2,Low-Value
426,12866,282,2,63,0,1227.35,0,2,Low-Value
427,12410,300,2,42,0,1001.46,0,2,Low-Value
428,13239,261,2,94,0,1579.84,0,2,Low-Value
429,12547,197,2,21,0,383.58,0,2,Low-Value
430,13474,235,2,126,0,646.59,0,2,Low-Value
431,18048,202,2,59,0,394.93,0,2,Low-Value
432,15363,240,2,36,0,670.16,0,2,Low-Value
433,13135,196,2,18,0,3371.45,0,2,Low-Value
434,17212,252,2,29,0,794.41,0,2,Low-Value
435,14022,224,2,47,0,792.15,0,2,Low-Value
436,14053,123,2,9,0,572.3,0,2,Low-Value
437,14722,146,2,87,0,489.52,0,2,Low-Value
438,17615,129,2,57,0,714.3,0,2,Low-Value
439,18227,217,2,7,0,93.75,0,2,Low-Value
440,17639,275,2,79,0,615.17,0,2,Low-Value
441,13479,197,2,58,0,808.5,0,2,Low-Value
442,18191,261,2,15,0,529.4,0,2,Low-Value
443,15855,136,2,95,0,1052.72,0,2,Low-Value
444,12450,155,2,40,0,666.95,0,2,Low-Value
445,13452,258,2,3,0,729.8,0,2,Low-Value
446,17649,134,2,101,0,1542.44,0,2,Low-Value
447,16448,197,2,50,0,361.12,0,2,Low-Value
448,14885,131,2,32,0,1496.12,0,2,Low-Value
449,12573,226,2,119,0,717.41,0,2,Low-Value
450,15574,177,2,231,0,1059.44,0,2,Low-Value
451,12414,216,2,37,0,692.41,0,2,Low-Value
452,12831,261,2,22,0,451.11,0,2,Low-Value
453,15424,253,2,33,0,597.78,0,2,Low-Value
454,14009,197,2,76,0,1090.23,0,2,Low-Value
455,15092,214,2,46,0,773.16,0,2,Low-Value
456,13809,304,2,25,0,679.7,0,2,Low-Value
457,15543,287,2,56,0,242.26,0,2,Low-Value
458,13133,273,2,12,0,200.45000000000002,0,2,Low-Value
459,16832,183,2,21,0,417.61,0,2,Low-Value
460,13005,173,2,60,0,935.03,0,2,Low-Value
461,17616,173,2,4,0,734.4,0,2,Low-Value
462,14231,178,2,73,0,1131.97,0,2,Low-Value
463,17392,306,2,70,0,585.92,0,2,Low-Value
464,15535,172,2,134,0,955.12,0,2,Low-Value
465,13398,191,2,39,0,670.34,0,2,Low-Value
466,16146,156,2,41,0,946.38,0,2,Low-Value
467,17765,158,2,81,0,524.0,0,2,Low-Value
468,15041,169,2,104,0,289.4,0,2,Low-Value
469,16998,149,2,8,0,394.02000000000004,0,2,Low-Value
470,14570,280,2,68,0,613.75,0,2,Low-Value
471,18193,150,2,72,0,1176.55,0,2,Low-Value
472,16546,290,2,95,0,4421.04,0,2,Low-Value
473,16692,255,2,5,0,1914.6999999999998,0,2,Low-Value
474,13754,151,2,21,0,447.05,0,2,Low-Value
475,14891,147,2,63,0,1106.73,0,2,Low-Value
476,16214,170,2,98,0,2038.25,0,2,Low-Value
477,12817,280,2,25,0,690.98,0,2,Low-Value
478,16306,213,2,70,0,1094.72,0,2,Low-Value
479,15261,134,2,92,0,1508.0,0,2,Low-Value
480,13642,215,2,106,0,459.45,0,2,Low-Value
481,15143,225,2,31,0,563.63,0,2,Low-Value
482,17375,189,2,88,0,632.95,0,2,Low-Value
483,14353,214,2,25,0,376.5,0,2,Low-Value
484,16061,268,2,5,0,44.95,0,2,Low-Value
485,14350,270,2,62,0,947.8,0,2,Low-Value
486,15973,235,2,13,0,472.57,0,2,Low-Value
487,14339,234,2,27,0,600.66,0,2,Low-Value
488,16980,254,2,106,0,1422.8300000000002,0,2,Low-Value
489,15314,198,2,51,0,800.65,0,2,Low-Value
490,12811,260,2,56,0,1033.9,0,2,Low-Value
491,14127,122,2,117,0,1900.0800000000002,0,2,Low-Value
492,17152,194,2,18,0,1830.5,0,2,Low-Value
493,13368,256,2,53,0,1086.1,0,2,Low-Value
494,14981,245,2,24,0,313.52,0,2,Low-Value
495,17708,187,2,73,0,884.1800000000001,0,2,Low-Value
